date,month_sin,month_cos,humidity,pressure,wind_speed,precip,avg_temp,prev_day_temp
2021-01-02,0.03442161162274574,0.9994074007397048,53.79235431980289,1017.9121653499094,7.566443987853447,2.1084626836516387,17.722123503321328,15.997696567798586
2021-01-03,0.051619667223253764,0.998666816288476,57.46414768215465,1014.53120257166,5.622740237000116,3.6323907838428005,17.78533536512824,17.722123503321328
2021-01-04,0.06880242680231986,0.9976303053065857,61.58311288000533,1011.5361598104752,7.0761154110828794,10.742218616020837,17.903631001368524,17.78533536512824
2021-01-05,0.08596479873744647,0.9962981749346078,52.53976114532163,1017.328823315564,2.3191559991386432,6.296647430867356,15.46892695215125,17.903631001368524
2021-01-06,0.10310169744743485,0.9946708199115211,52.28278975354257,1016.4145931132143,8.639881122118815,0.6076947803774546,19.829115028950618,15.46892695215125
2021-01-07,0.1202080448993527,0.9927487224577402,61.092943404046665,1016.1063668445759,8.003616426086673,6.512756038455244,12.40437608936325,19.829115028950618
2021-01-08,0.13727877211326478,0.9905324521322229,56.77799206406557,1016.138080675893,5.548734106795428,0.19698763638818217,17.687200093860902,12.40437608936325
2021-01-09,0.15430882066428117,0.9880226656636976,50.337995760361025,1018.618132531893,9.977737005297215,7.764972949679271,17.452143260161044,17.687200093860902
2021-01-10,0.1712931441814776,0.9852201067560606,55.14340305520766,1012.8517343217324,10.812710412879674,3.3437961973067476,20.074542777873063,17.452143260161044
2021-01-11,0.1882267098432442,0.9821256058680006,49.85951088828903,1019.4155998897154,3.1773204068930774,4.2120669781969395,19.506701359914228,20.074542777873063
2021-01-12,0.2051044998686192,0.9787400799669153,49.594783734119424,1016.0585285676475,5.711825664301357,8.457129129332543,16.304510462343593,19.506701359914228
2021-01-13,0.2219215130041655,0.9750645322571948,52.880988662767685,1020.9838203463098,5.692572950638105,0.7825587273856347,17.857650318307257,16.304510462343593
2021-01-14,0.2386727660059501,0.9711000518829505,41.853507286621756,1014.8457167903891,5.180290696673406,0.0,21.097240767734515,17.857650318307257
2021-01-15,0.255353295116187,0.9668478136052775,42.54511141069203,1021.9328092420088,10.488424525795246,2.376457591496587,20.087291059854476,21.097240767734515
2021-01-16,0.2719581575341055,0.9623090774541486,48.10918999078355,1016.156019879629,7.418521583681589,7.520596052597128,18.65825520565275,20.087291059854476
2021-01-17,0.288482432880609,0.9574851883550393,45.608607905118745,1014.0585771094911,7.206455476068168,0.0,19.914273374692993,18.65825520565275
2021-01-18,0.30492122465628907,0.9523775757303974,51.997418293132036,1013.2340951652417,1.9884129067797396,0.0,22.367048456424655,19.914273374692993
2021-01-19,0.3212696616923644,0.9469877530760753,45.64083469700847,1014.9469821509382,9.90625409062768,2.9285651596234272,19.698593953559907,22.367048456424655
2021-01-20,0.3375228995941133,0.9413173175128471,42.87563799941184,1017.6848015405409,4.282224815439582,5.799004299703354,20.80835687430321,19.698593953559907
2021-01-21,0.3536761221763716,0.9353679493131483,57.023102011962195,1015.1028576951849,8.179797890798985,8.451940349814597,24.326370638792874,20.80835687430321
2021-01-22,0.3697245428906731,0.9291414114031743,48.32525035420723,1013.5046762886708,8.832130813874574,3.026778431454164,18.241710724912192,24.326370638792874
2021-01-23,0.38566340624360707,0.9226395488404876,49.55268992978551,1014.859408018529,12.081975787515953,3.2433546751412683,17.266204412243724,18.241710724912192
2021-01-24,0.401487989205973,0.9158642882672872,41.853939230843125,1022.8515592620491,4.0735388026426635,7.554399164309398,22.949322675733082,17.266204412243724
2021-01-25,0.4171936026123168,0.9088176373395029,46.020182338189336,1020.7270122348274,1.058536467462476,0.0,20.87989675292261,22.949322675733082
2021-01-26,0.4327755925504312,0.901501684131884,49.06297906029287,1016.1980484193123,8.551548634261085,3.287586627465616,20.92432039074734,20.87989675292261
2021-01-27,0.4482293417404106,0.893918596519257,42.521591986782326,1016.265004011927,13.401533544532562,4.697351269114289,20.0731950071032,20.92432039074734
2021-01-28,0.4635502709028509,0.886070621534138,49.925236028185594,1014.9843959618091,11.716839058818312,5.8439179652643825,20.857774781601176,20.0731950071032
2021-01-29,0.47873384011578846,0.8779600847008882,44.815798948669155,1017.4411926081101,8.628978245823877,2.71136986786081,25.400507106861394,20.857774781601176
2021-01-30,0.4937755501599772,0.869589389346611,46.13489799863396,1012.2233160541981,6.525091443103857,4.410067935049222,23.854541160742052,25.400507106861394
2021-01-31,0.5086709438521044,0.8609610158889943,44.36140278107145,1014.8295769999594,10.421367789911931,0.0,24.40660521141322,23.854541160742052
2021-02-01,0.5234156073655503,0.8520775211013093,56.41015681206143,1008.1419695938582,5.079361400886594,2.8457626036015267,19.417462658428,24.40660521141322
2021-02-02,0.5380051715382996,0.8429415373547828,46.86243630323584,1016.2111665925537,9.429073308068658,5.703647952825195,19.959516912568326,19.417462658428
2021-02-03,0.5524353131676196,0.8335557718385699,41.4249156577062,1017.9992987480641,9.51641047749988,1.124363680121271,17.407367465967983,19.959516912568326
